0	120.055509347709
1	48177465.1966299
2	48177495.4807181
3	48177495.4807181
4	48177495.4807181
5	48177588.3079019
6	48177588.3079019
7	48177588.3079019
8	48177588.3079019
9	48177588.3079019
10	48177588.3079019
11	48177588.3079019
12	48177588.3079019
13	48177639.7471985
14	48177639.7471985
15	48177639.7471985
16	48177639.7471985
17	48177639.7471985
18	48177639.7471985
19	93864760.9595161
20	93864760.9595161
21	93864760.9595161
22	93864760.9595161
23	93864760.9595161
24	93864760.9595161
25	93864760.9595161
26	93864760.9595161
27	93864760.9595161
28	93864760.9595161
29	93864857.8975187
30	93864857.8975187
31	93864857.8975187
32	93864865.4551866
33	93864865.4551866
34	93864865.4551866
35	93864865.4551866
36	93864865.4551866
37	93864865.4551866
38	93864865.4551866
39	93864865.4551866
40	93864865.4551866
41	93864865.4551866
42	93864865.4551866
43	93864865.4551866
44	93864865.4551866
45	93864865.4551866
46	93864865.4551866
47	93864865.4551866
48	93864865.4551866
49	93864865.4551866
50	93864865.4551866
51	93864865.4551866
52	93864865.4551866
53	93864865.4551866
54	93864865.4551866
55	93864865.4551866
56	93864865.4551866
57	93864865.4551866
58	93864865.4551866
59	93864865.4551866
60	93864865.4551866
61	154230255.710816
62	154230255.710816
63	154230255.710816
64	154230255.710816
65	154230255.710816
66	154230255.710816
67	154230255.710816
68	154230255.710816
69	154230255.710816
70	154230255.710816
71	154230255.710816
72	154230255.710816
73	154230255.710816
74	154230285.538456
75	154230285.538456
76	154230285.538456
77	154230285.538456
78	154230285.538456
79	154230285.538456
80	154230285.538456
81	154230285.538456
82	154230285.538456
83	190029763.45004
84	190029763.45004
85	190029763.45004
86	190029763.45004
87	190029763.45004
88	190029763.45004
89	190029763.45004
90	190029763.45004
91	190029763.45004
92	190029763.45004
93	190029763.45004
94	190029763.45004
95	190029763.45004
96	244036179.2909
97	244036179.2909
98	244036179.2909
99	244036179.2909
